host_a,host_b,biosample_a,biosample_b,reported_cc_a,reported_cc_b,same_reported_cc,sourmash_jaccard_k31_scaled1000
NRS217,NRS241,SAMN03859799,SAMN03859818,121,59,False,0.5396959459459459
NRS217,NRS242,SAMN03859799,SAMN03859819,121,121,True,0.8572857619206402
NRS217,NRS243,SAMN03859799,SAMN03859820,121,59,False,0.5520414031052329
NRS217,NRS245,SAMN03859799,SAMN03859821,121,59,False,0.5513450969048308
NRS217,NRS248,SAMN03859799,SAMN03859824,121,1,False,0.4828720197314333
NRS217,NRS252,SAMN03859799,SAMN03859826,121,30,False,0.45243869576933443
NRS217,NRS260,SAMN03859799,SAMN03859829,121,25,False,0.47790055248618785
NRS217,NRS262,SAMN03859799,SAMN03859830,121,1,False,0.4730358609362168
NRS217,NRS264,SAMN03859799,SAMN03859831,121,30,False,0.4450162513542795
NRS217,NRS266,SAMN03859799,SAMN03859833,121,121,True,0.8699828473413379
NRS217,NRS383,SAMN03859799,SAMN03859838,121,30,False,0.44751809720785934
NRS217,NRS386,SAMN03859799,SAMN03859839,121,72,False,0.4801966675771647
NRS217,NRS387,SAMN03859799,SAMN03859840,121,5,False,0.4809471965160588
NRS217,NRS253,SAMN03859799,SAMN04244164,121,398,False,0.4505137912385073
NRS217,NRS254,SAMN03859799,SAMN04244165,121,8,False,0.4735583311187882
NRS217,NRS255,SAMN03859799,SAMN04244166,121,80,False,0.48633132859486056
NRS217,BCH-SA-01,SAMN03859799,SAMN09847804,121,5,False,0.48694232861806314
NRS217,BCH-SA-02,SAMN03859799,SAMN09847805,121,5,False,0.48683853459972865
NRS217,BCH-SA-03,SAMN03859799,SAMN09847806,121,72,False,0.48797345866740394
NRS217,BCH-SA-04,SAMN03859799,SAMN09847807,121,1,False,0.4871864776444929
NRS217,BCH-SA-05,SAMN03859799,SAMN09847808,121,5,False,0.485541173230515
NRS217,BCH-SA-06,SAMN03859799,SAMN09847809,121,5,False,0.4814309120699072
NRS217,BCH-SA-07,SAMN03859799,SAMN09847810,121,97,False,0.4790305010893246
NRS217,BCH-SA-08,SAMN03859799,SAMN09847811,121,30,False,0.45566309181271253
NRS217,BCH-SA-09,SAMN03859799,SAMN09847812,121,398,False,0.44838623632968794
NRS217,BCH-SA-10,SAMN03859799,SAMN09847813,121,8,False,0.48186528497409326
NRS217,BCH-SA-11,SAMN03859799,SAMN09847814,121,30,False,0.4496062992125984
NRS217,BCH-SA-12,SAMN03859799,SAMN09847815,121,5,False,0.49314685314685314
NRS217,BCH-SA-13,SAMN03859799,SAMN09847816,121,8,False,0.4822961373390558
NRS217,BCH-SA-14,SAMN03859799,SAMN09847817,121,72,False,0.4881412024269167
NRS217,BCH-SA-15,SAMN03859799,SAMN09847818,121,8,False,0.47638326585695007
NRS217,CFBREBSa101,SAMN03859799,SAMN09847819,121,5,False,0.4716729021913415
NRS217,CFBREBSa102,SAMN03859799,SAMN09847820,121,5,False,0.47140566541956175
NRS217,CFBREBSa103,SAMN03859799,SAMN09847821,121,8,False,0.4572605561277034
NRS217,CFBREBSa104,SAMN03859799,SAMN09847822,121,5,False,0.4712797221480096
NRS217,CFBRSa26,SAMN03859799,SAMN09847823,121,5,False,0.47115384615384615
NRS217,CFBRSa48,SAMN03859799,SAMN09847824,121,5,False,0.49014709963918957
NRS217,CFBREBSa105,SAMN03859799,SAMN09847825,121,5,False,0.4797389175958662
NRS217,CFBREBSa108,SAMN03859799,SAMN09847826,121,5,False,0.47598488936859146
NRS217,CFBREBSa110,SAMN03859799,SAMN09847827,121,5,False,0.47584345479082324
NRS217,CFBREBSa112,SAMN03859799,SAMN09847828,121,5,False,0.4757150566648678
NRS217,CFBREBSa114,SAMN03859799,SAMN09847829,121,5,False,0.4762419006479482
NRS217,CFBRSa47,SAMN03859799,SAMN09847830,121,5,False,0.4758564877259239
NRS217,CFBRSa49,SAMN03859799,SAMN09847831,121,8,False,0.47301921558304816
NRS217,CFBRSa03,SAMN03859799,SAMN09847832,121,5,False,0.48797345866740394
NRS217,CFBRSa50,SAMN03859799,SAMN09847833,121,5,False,0.4811578372474058
NRS217,CFBRSa25,SAMN03859799,SAMN09847834,121,5,False,0.48052645715820574
NRS217,CFBRSa30,SAMN03859799,SAMN09847835,121,5,False,0.47925764192139736
NRS217,CFBRSa04,SAMN03859799,SAMN09847836,121,5,False,0.48117839607201307
NRS217,CFBRSa51,SAMN03859799,SAMN09847837,121,5,False,0.49066071926400895
NRS217,CFBRSa66A,SAMN03859799,SAMN09847838,121,5,False,0.476010781671159
NRS217,CFBRSa66B,SAMN03859799,SAMN09847839,121,5,False,0.476010781671159
NRS217,CFBRSa21,SAMN03859799,SAMN09847840,121,5,False,0.47586950660555405
NRS217,CFBRSa05,SAMN03859799,SAMN09847841,121,8,False,0.47567858102660576
NRS217,CFBRSa22,SAMN03859799,SAMN09847842,121,5,False,0.47009222661396577
NRS217,CFBRSa70,SAMN03859799,SAMN09847843,121,5,False,0.4893203883495146
NRS217,CFBRSa06,SAMN03859799,SAMN09847844,121,30,False,0.4461139896373057
NRS217,CFBRSa27,SAMN03859799,SAMN09847845,121,5,False,0.4815925824925007
NRS217,CFBRSa23,SAMN03859799,SAMN09847846,121,5,False,0.48317373461012314
NRS217,CFBRSa74,SAMN03859799,SAMN09847847,121,5,False,0.4829255176122614
NRS217,CFBRSa28,SAMN03859799,SAMN09847848,121,1,False,0.4755339280886726
NRS217,CFBRSa24,SAMN03859799,SAMN09847849,121,5,False,0.4884416644003263
NRS217,CFBRSa07,SAMN03859799,SAMN09847850,121,5,False,0.479536887452881
NRS217,CFBREBSa116,SAMN03859799,SAMN09847851,121,5,False,0.47019691325172963
NRS217,CFBREBSa117,SAMN03859799,SAMN09847852,121,97,False,0.48084291187739464
NRS217,CFBREBSa118,SAMN03859799,SAMN09847853,121,5,False,0.4733458344495044
NRS217,CFBREBSa119,SAMN03859799,SAMN09847854,121,30,False,0.45414162529396396
NRS217,CFBREBSa121,SAMN03859799,SAMN09847855,121,8,False,0.47127349748477626
NRS217,CFBRSa29,SAMN03859799,SAMN09847856,121,8,False,0.46980392156862744
NRS217,CFBREBSa122,SAMN03859799,SAMN09847857,121,30,False,0.4569850039463299
NRS217,CFBREBSa123,SAMN03859799,SAMN09847858,121,5,False,0.4807849550286182
NRS217,CFBREBSa125,SAMN03859799,SAMN09847859,121,8,False,0.4720252167060678
NRS217,CFBREBSa126,SAMN03859799,SAMN09847860,121,8,False,0.4742351046698873
NRS217,CFBREBSa127,SAMN03859799,SAMN09847861,121,8,False,0.4670830080666146
NRS217,CFBREBSa129,SAMN03859799,SAMN09847862,121,8,False,0.47504621072088726
NRS217,CFBREBSa130,SAMN03859799,SAMN09847863,121,8,False,0.4755485064763415
NRS217,CFBREBSa131,SAMN03859799,SAMN09847864,121,45,False,0.42942397509081476
NRS217,CFBREBSa133,SAMN03859799,SAMN09847865,121,8,False,0.47324017927761663
NRS217,CFBREBSa135,SAMN03859799,SAMN09847866,121,8,False,0.4739247311827957
NRS217,CFBREBSa138,SAMN03859799,SAMN09847867,121,8,False,0.4732334047109208
NRS218,NRS219,SAMN03859800,SAMN03859801,8,30,False,0.4180244399185336
NRS218,NRS220,SAMN03859800,SAMN03859802,8,97,False,0.6342890579286132
NRS218,NRS222,SAMN03859800,SAMN03859803,8,30,False,0.40519415027735756
NRS218,NRS224,SAMN03859800,SAMN03859805,8,97,False,0.6324214202561118
NRS218,NRS225,SAMN03859800,SAMN03859806,8,121,False,0.4628099173553719
NRS218,NRS226,SAMN03859800,SAMN03859807,8,1,False,0.6449721489299326
NRS218,NRS227,SAMN03859800,SAMN03859808,8,25,False,0.6090643274853801
NRS218,NRS230,SAMN03859800,SAMN03859809,8,121,False,0.44507810562856437
NRS218,NRS235,SAMN03859800,SAMN03859813,8,22,False,0.5059363194819212
NRS218,NRS236,SAMN03859800,SAMN03859814,8,45,False,0.3950367181564953
NRS218,NRS237,SAMN03859800,SAMN03859815,8,121,False,0.46001045478306324
NRS218,NRS239,SAMN03859800,SAMN03859816,8,121,False,0.45629820051413883
NRS218,NRS240,SAMN03859800,SAMN03859817,8,5,False,0.631517623070201
NRS218,NRS241,SAMN03859800,SAMN03859818,8,59,False,0.4643418982695333
NRS218,NRS242,SAMN03859800,SAMN03859819,8,121,False,0.4681125742318616
NRS218,NRS243,SAMN03859800,SAMN03859820,8,59,False,0.45449749406489054
NRS218,NRS245,SAMN03859800,SAMN03859821,8,59,False,0.44908754297804815
NRS218,NRS248,SAMN03859800,SAMN03859824,8,1,False,0.6508363201911589
NRS218,NRS252,SAMN03859800,SAMN03859826,8,30,False,0.41651659377411887
NRS218,NRS260,SAMN03859800,SAMN03859829,8,25,False,0.6157256872598286
NRS218,NRS262,SAMN03859800,SAMN03859830,8,1,False,0.6220123930362939
NRS218,NRS264,SAMN03859800,SAMN03859831,8,30,False,0.40562145435791647
NRS218,NRS266,SAMN03859800,SAMN03859833,8,121,False,0.4531453928478204
NRS218,NRS383,SAMN03859800,SAMN03859838,8,30,False,0.4146039603960396
NRS218,NRS386,SAMN03859800,SAMN03859839,8,72,False,0.6361217853975761
NRS218,NRS387,SAMN03859800,SAMN03859840,8,5,False,0.6220081727962639
NRS218,NRS253,SAMN03859800,SAMN04244164,8,398,False,0.4160206718346253
NRS218,NRS254,SAMN03859800,SAMN04244165,8,8,True,0.8451760104302477
NRS218,NRS255,SAMN03859800,SAMN04244166,8,80,False,0.6337157987643425
NRS218,BCH-SA-01,SAMN03859800,SAMN09847804,8,5,False,0.6269309239288837
NRS218,BCH-SA-02,SAMN03859800,SAMN09847805,8,5,False,0.6292952824694235
NRS218,BCH-SA-03,SAMN03859800,SAMN09847806,8,72,False,0.6363095238095238
NRS218,BCH-SA-04,SAMN03859800,SAMN09847807,8,1,False,0.6482248520710059
NRS218,BCH-SA-05,SAMN03859800,SAMN09847808,8,5,False,0.618683901292597
NRS218,BCH-SA-06,SAMN03859800,SAMN09847809,8,5,False,0.6244503078276166
NRS218,BCH-SA-07,SAMN03859800,SAMN09847810,8,97,False,0.6367660076718796
NRS218,BCH-SA-08,SAMN03859800,SAMN09847811,8,30,False,0.42096048024012006
NRS218,BCH-SA-09,SAMN03859800,SAMN09847812,8,398,False,0.4173268591873243
NRS218,BCH-SA-10,SAMN03859800,SAMN09847813,8,8,True,0.8530884808013356
NRS218,BCH-SA-11,SAMN03859800,SAMN09847814,8,30,False,0.4118678017025538
NRS218,BCH-SA-12,SAMN03859800,SAMN09847815,8,5,False,0.6222486615110053
NRS218,BCH-SA-13,SAMN03859800,SAMN09847816,8,8,True,0.8559210526315789
NRS218,BCH-SA-14,SAMN03859800,SAMN09847817,8,72,False,0.6419422103068215
NRS218,BCH-SA-15,SAMN03859800,SAMN09847818,8,8,True,0.8564307078763709
NRS218,CFBREBSa101,SAMN03859800,SAMN09847819,8,5,False,0.6218632823766945
NRS218,CFBREBSa102,SAMN03859800,SAMN09847820,8,5,False,0.6215748485722526
NRS218,CFBREBSa103,SAMN03859800,SAMN09847821,8,8,True,0.8278481012658228
NRS218,CFBREBSa104,SAMN03859800,SAMN09847822,8,5,False,0.6213956170703575
NRS218,CFBRSa26,SAMN03859800,SAMN09847823,8,5,False,0.6212164889017008
NRS218,CFBRSa48,SAMN03859800,SAMN09847824,8,5,False,0.6261488289356656
NRS218,CFBREBSa105,SAMN03859800,SAMN09847825,8,5,False,0.6191724941724942
NRS218,CFBREBSa108,SAMN03859800,SAMN09847826,8,5,False,0.6219512195121951
NRS218,CFBREBSa110,SAMN03859800,SAMN09847827,8,5,False,0.6218414173685739
NRS218,CFBREBSa112,SAMN03859800,SAMN09847828,8,5,False,0.6216608594657376
NRS218,CFBREBSa114,SAMN03859800,SAMN09847829,8,5,False,0.6218414173685739
NRS218,CFBRSa47,SAMN03859800,SAMN09847830,8,5,False,0.6217706821480407
NRS218,CFBRSa49,SAMN03859800,SAMN09847831,8,8,True,0.8533419857235561
NRS218,CFBRSa03,SAMN03859800,SAMN09847832,8,5,False,0.630002964719834
NRS218,CFBRSa50,SAMN03859800,SAMN09847833,8,5,False,0.6179906542056075
NRS218,CFBRSa25,SAMN03859800,SAMN09847834,8,5,False,0.627059843885516
NRS218,CFBRSa30,SAMN03859800,SAMN09847835,8,5,False,0.6196606202457577
NRS218,CFBRSa04,SAMN03859800,SAMN09847836,8,5,False,0.6230611647644132
NRS218,CFBRSa51,SAMN03859800,SAMN09847837,8,5,False,0.6177080248741487
NRS218,CFBRSa66A,SAMN03859800,SAMN09847838,8,5,False,0.62322206095791
NRS218,CFBRSa66B,SAMN03859800,SAMN09847839,8,5,False,0.62322206095791
NRS218,CFBRSa21,SAMN03859800,SAMN09847840,8,5,False,0.6283134284882027
NRS218,CFBRSa05,SAMN03859800,SAMN09847841,8,8,True,0.8450148075024679
NRS218,CFBRSa22,SAMN03859800,SAMN09847842,8,5,False,0.6183574879227053
NRS218,CFBRSa70,SAMN03859800,SAMN09847843,8,5,False,0.6175169566499558
NRS218,CFBRSa06,SAMN03859800,SAMN09847844,8,30,False,0.4037940379403794
NRS218,CFBRSa27,SAMN03859800,SAMN09847845,8,5,False,0.622989178122258
NRS218,CFBRSa23,SAMN03859800,SAMN09847846,8,5,False,0.6237536656891496
NRS218,CFBRSa74,SAMN03859800,SAMN09847847,8,5,False,0.6279271465741544
NRS218,CFBRSa28,SAMN03859800,SAMN09847848,8,1,False,0.626970227670753
NRS218,CFBRSa24,SAMN03859800,SAMN09847849,8,5,False,0.6280221380716574
NRS218,CFBRSa07,SAMN03859800,SAMN09847850,8,5,False,0.6240231548480463
NRS218,CFBREBSa116,SAMN03859800,SAMN09847851,8,5,False,0.6144819690898683
NRS218,CFBREBSa117,SAMN03859800,SAMN09847852,8,97,False,0.6361752516281823
NRS218,CFBREBSa118,SAMN03859800,SAMN09847853,8,5,False,0.6184438040345821
NRS218,CFBREBSa119,SAMN03859800,SAMN09847854,8,30,False,0.4093277102455966
NRS218,CFBREBSa121,SAMN03859800,SAMN09847855,8,8,True,0.850293542074364
NRS218,CFBRSa29,SAMN03859800,SAMN09847856,8,8,True,0.8479871175523349
NRS218,CFBREBSa122,SAMN03859800,SAMN09847857,8,30,False,0.417753259779338
NRS218,CFBREBSa123,SAMN03859800,SAMN09847858,8,5,False,0.6225146198830409
NRS218,CFBREBSa125,SAMN03859800,SAMN09847859,8,8,True,0.85473411154345
NRS218,CFBREBSa126,SAMN03859800,SAMN09847860,8,8,True,0.8548280423280423
NRS218,CFBREBSa127,SAMN03859800,SAMN09847861,8,8,True,0.8424591738712777
NRS218,CFBREBSa129,SAMN03859800,SAMN09847862,8,8,True,0.85370611183355
NRS218,CFBREBSa130,SAMN03859800,SAMN09847863,8,8,True,0.8548177083333334
NRS218,CFBREBSa131,SAMN03859800,SAMN09847864,8,45,False,0.39129359386594115
NRS218,CFBREBSa133,SAMN03859800,SAMN09847865,8,8,True,0.8513469652710159
NRS218,CFBREBSa135,SAMN03859800,SAMN09847866,8,8,True,0.8466358839050132
NRS218,CFBREBSa138,SAMN03859800,SAMN09847867,8,8,True,0.845042678923178
NRS219,NRS220,SAMN03859801,SAMN03859802,30,97,False,0.4273104880581516
NRS219,NRS222,SAMN03859801,SAMN03859803,30,30,True,0.9038528288788615
NRS219,NRS224,SAMN03859801,SAMN03859805,30,97,False,0.4255099406145107
NRS219,NRS225,SAMN03859801,SAMN03859806,30,121,False,0.45212479827864444
NRS219,NRS226,SAMN03859801,SAMN03859807,30,1,False,0.41942945258288356
NRS219,NRS227,SAMN03859801,SAMN03859808,30,25,False,0.41679748822605966
NRS219,NRS230,SAMN03859801,SAMN03859809,30,121,False,0.527001862197393
NRS219,NRS235,SAMN03859801,SAMN03859813,30,22,False,0.43758178487306987
NRS219,NRS236,SAMN03859801,SAMN03859814,30,45,False,0.4529616724738676
NRS219,NRS237,SAMN03859801,SAMN03859815,30,121,False,0.4560381355932203
NRS219,NRS239,SAMN03859801,SAMN03859816,30,121,False,0.45347928068803756
NRS219,NRS240,SAMN03859801,SAMN03859817,30,5,False,0.42602172788411796
NRS219,NRS241,SAMN03859801,SAMN03859818,30,59,False,0.4542328042328042
NRS219,NRS242,SAMN03859801,SAMN03859819,30,121,False,0.44763382467028706
NRS219,NRS243,SAMN03859801,SAMN03859820,30,59,False,0.4578183772165502
NRS219,NRS245,SAMN03859801,SAMN03859821,30,59,False,0.4542756946317777
NRS219,NRS248,SAMN03859801,SAMN03859824,30,1,False,0.41936325678496866
NRS219,NRS252,SAMN03859801,SAMN03859826,30,30,True,0.8891213389121339
NRS219,NRS260,SAMN03859801,SAMN03859829,30,25,False,0.42463576158940397
NRS219,NRS262,SAMN03859801,SAMN03859830,30,1,False,0.4104302477183833
NRS219,NRS264,SAMN03859801,SAMN03859831,30,30,True,0.8081591368846932
NRS219,NRS266,SAMN03859801,SAMN03859833,30,121,False,0.45293025722619995
NRS219,NRS383,SAMN03859801,SAMN03859838,30,30,True,0.8564830089079511
NRS219,NRS386,SAMN03859801,SAMN03859839,30,72,False,0.4240522875816993
NRS219,NRS387,SAMN03859801,SAMN03859840,30,5,False,0.42681972345421343
NRS219,NRS253,SAMN03859801,SAMN04244164,30,398,False,0.5326890278567368
NRS219,NRS254,SAMN03859801,SAMN04244165,30,8,False,0.409102402022756
NRS219,NRS255,SAMN03859801,SAMN04244166,30,80,False,0.42021829521829523
NRS219,BCH-SA-01,SAMN03859801,SAMN09847804,30,5,False,0.41890495867768596
NRS219,BCH-SA-02,SAMN03859801,SAMN09847805,30,5,False,0.41859866048428646
NRS219,BCH-SA-03,SAMN03859801,SAMN09847806,30,72,False,0.42330965535385423
NRS219,BCH-SA-04,SAMN03859801,SAMN09847807,30,1,False,0.4256370254810192
NRS219,BCH-SA-05,SAMN03859801,SAMN09847808,30,5,False,0.4186289900575615
NRS219,BCH-SA-06,SAMN03859801,SAMN09847809,30,5,False,0.4237597911227154
NRS219,BCH-SA-07,SAMN03859801,SAMN09847810,30,97,False,0.42756276150627615
NRS219,BCH-SA-08,SAMN03859801,SAMN09847811,30,30,True,0.8831649831649832
NRS219,BCH-SA-09,SAMN03859801,SAMN09847812,30,398,False,0.5301373703392206
NRS219,BCH-SA-10,SAMN03859801,SAMN09847813,30,8,False,0.4264821102115435
NRS219,BCH-SA-11,SAMN03859801,SAMN09847814,30,30,True,0.8977777777777778
NRS219,BCH-SA-12,SAMN03859801,SAMN09847815,30,5,False,0.4252324037184595
NRS219,BCH-SA-13,SAMN03859801,SAMN09847816,30,8,False,0.42191500256016384
NRS219,BCH-SA-14,SAMN03859801,SAMN09847817,30,72,False,0.43037974683544306
NRS219,BCH-SA-15,SAMN03859801,SAMN09847818,30,8,False,0.42619974059662774
NRS219,CFBREBSa101,SAMN03859801,SAMN09847819,30,5,False,0.41886695719046396
NRS219,CFBREBSa102,SAMN03859801,SAMN09847820,30,5,False,0.418974358974359
NRS219,CFBREBSa103,SAMN03859801,SAMN09847821,30,8,False,0.4103644929333003
NRS219,CFBREBSa104,SAMN03859801,SAMN09847822,30,5,False,0.41886695719046396
NRS219,CFBRSa26,SAMN03859801,SAMN09847823,30,5,False,0.41839610555982576
NRS219,CFBRSa48,SAMN03859801,SAMN09847824,30,5,False,0.4300476947535771
NRS219,CFBREBSa105,SAMN03859801,SAMN09847825,30,5,False,0.415006468305304
NRS219,CFBREBSa108,SAMN03859801,SAMN09847826,30,5,False,0.4195713916860315
NRS219,CFBREBSa110,SAMN03859801,SAMN09847827,30,5,False,0.4194214876033058
NRS219,CFBREBSa112,SAMN03859801,SAMN09847828,30,5,False,0.4193131939065324
NRS219,CFBREBSa114,SAMN03859801,SAMN09847829,30,5,False,0.41978816843192973
NRS219,CFBRSa47,SAMN03859801,SAMN09847830,30,5,False,0.41946308724832215
NRS219,CFBRSa49,SAMN03859801,SAMN09847831,30,8,False,0.41271037427781965
NRS219,CFBRSa03,SAMN03859801,SAMN09847832,30,5,False,0.4289487585842578
NRS219,CFBRSa50,SAMN03859801,SAMN09847833,30,5,False,0.425359477124183
NRS219,CFBRSa25,SAMN03859801,SAMN09847834,30,5,False,0.41543178334184977
NRS219,CFBRSa30,SAMN03859801,SAMN09847835,30,5,False,0.4209702660406886
NRS219,CFBRSa04,SAMN03859801,SAMN09847836,30,5,False,0.42283628779979143
NRS219,CFBRSa51,SAMN03859801,SAMN09847837,30,5,False,0.4234639830508475
NRS219,CFBRSa66A,SAMN03859801,SAMN09847838,30,5,False,0.41819118783818604
NRS219,CFBRSa66B,SAMN03859801,SAMN09847839,30,5,False,0.41819118783818604
NRS219,CFBRSa21,SAMN03859801,SAMN09847840,30,5,False,0.4209710743801653
NRS219,CFBRSa05,SAMN03859801,SAMN09847841,30,8,False,0.4268355739400207
NRS219,CFBRSa22,SAMN03859801,SAMN09847842,30,5,False,0.4087939698492462
NRS219,CFBRSa70,SAMN03859801,SAMN09847843,30,5,False,0.4236349248219467
NRS219,CFBRSa06,SAMN03859801,SAMN09847844,30,30,True,0.8863483523873571
NRS219,CFBRSa27,SAMN03859801,SAMN09847845,30,5,False,0.4225058609012764
NRS219,CFBRSa23,SAMN03859801,SAMN09847846,30,5,False,0.42383067677031616
NRS219,CFBRSa74,SAMN03859801,SAMN09847847,30,5,False,0.4143914263842817
NRS219,CFBRSa28,SAMN03859801,SAMN09847848,30,1,False,0.42198030067392434
NRS219,CFBRSa24,SAMN03859801,SAMN09847849,30,5,False,0.41961290322580647
NRS219,CFBRSa07,SAMN03859801,SAMN09847850,30,5,False,0.4187002311841767
NRS219,CFBREBSa116,SAMN03859801,SAMN09847851,30,5,False,0.41549834310476674
NRS219,CFBREBSa117,SAMN03859801,SAMN09847852,30,97,False,0.426810073452256
NRS219,CFBREBSa118,SAMN03859801,SAMN09847853,30,5,False,0.418163160595177
NRS219,CFBREBSa119,SAMN03859801,SAMN09847854,30,30,True,0.8755868544600939
NRS219,CFBREBSa121,SAMN03859801,SAMN09847855,30,8,False,0.41715300685105305
NRS219,CFBRSa29,SAMN03859801,SAMN09847856,30,8,False,0.41144141893579816
NRS219,CFBREBSa122,SAMN03859801,SAMN09847857,30,30,True,0.8899830220713073
NRS219,CFBREBSa123,SAMN03859801,SAMN09847858,30,5,False,0.4228764981761334
NRS219,CFBREBSa125,SAMN03859801,SAMN09847859,30,8,False,0.41400954054732614
NRS219,CFBREBSa126,SAMN03859801,SAMN09847860,30,8,False,0.4247741935483871
NRS219,CFBREBSa127,SAMN03859801,SAMN09847861,30,8,False,0.4084016902808849
NRS219,CFBREBSa129,SAMN03859801,SAMN09847862,30,8,False,0.4144620811287478
NRS219,CFBREBSa130,SAMN03859801,SAMN09847863,30,8,False,0.41488020176544765
NRS219,CFBREBSa131,SAMN03859801,SAMN09847864,30,45,False,0.4438070404172099
NRS219,CFBREBSa133,SAMN03859801,SAMN09847865,30,8,False,0.41389728096676737
NRS219,CFBREBSa135,SAMN03859801,SAMN09847866,30,8,False,0.4247673216132368
NRS219,CFBREBSa138,SAMN03859801,SAMN09847867,30,8,False,0.419917864476386
NRS220,NRS222,SAMN03859802,SAMN03859803,97,30,False,0.4251295336787565
NRS220,NRS224,SAMN03859802,SAMN03859805,97,97,True,0.9775
NRS220,NRS225,SAMN03859802,SAMN03859806,97,121,False,0.46867371847030104
NRS220,NRS226,SAMN03859802,SAMN03859807,97,1,False,0.6421583160391343
NRS220,NRS227,SAMN03859802,SAMN03859808,97,25,False,0.6265348906858341
NRS220,NRS230,SAMN03859802,SAMN03859809,97,121,False,0.4594320486815416
NRS220,NRS235,SAMN03859802,SAMN03859813,97,22,False,0.5336859688195991
NRS220,NRS236,SAMN03859802,SAMN03859814,97,45,False,0.4067270375161708
NRS220,NRS237,SAMN03859802,SAMN03859815,97,121,False,0.4704
NRS220,NRS239,SAMN03859802,SAMN03859816,97,121,False,0.4702944269190326
NRS220,NRS240,SAMN03859802,SAMN03859817,97,5,False,0.6568774348216961
NRS220,NRS241,SAMN03859802,SAMN03859818,97,59,False,0.4724893162393162
NRS220,NRS242,SAMN03859802,SAMN03859819,97,121,False,0.4635036496350365
NRS220,NRS243,SAMN03859802,SAMN03859820,97,59,False,0.4792063060614297
NRS220,NRS245,SAMN03859802,SAMN03859821,97,59,False,0.47329700272479563
NRS220,NRS248,SAMN03859802,SAMN03859824,97,1,False,0.6386302192850706
NRS220,NRS252,SAMN03859802,SAMN03859826,97,30,False,0.4225130890052356
NRS220,NRS260,SAMN03859802,SAMN03859829,97,25,False,0.6305925030229746
NRS220,NRS262,SAMN03859802,SAMN03859830,97,1,False,0.6276627662766276
NRS220,NRS264,SAMN03859802,SAMN03859831,97,30,False,0.408483896307934
NRS220,NRS266,SAMN03859802,SAMN03859833,97,121,False,0.46885859395883456
NRS220,NRS383,SAMN03859802,SAMN03859838,97,30,False,0.4072319201995013
NRS220,NRS386,SAMN03859802,SAMN03859839,97,72,False,0.6519504082249773
NRS220,NRS387,SAMN03859802,SAMN03859840,97,5,False,0.6606115652437178
